transID,corridorID,corridorName,direction,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutTime,stopEndSeq,hour_of_day,day_of_week,is_peak_hour,trip_duration_minutes
GDCF350C4C94LM,6D,Stasiun Tebet - Karet via Underpass,0.0,Sahid Sudirman Center,-6.211191,106.81794,12,2023-04-17 06:34:00,Sbr. Standard Chartered,2023-04-17 07:26:43,13.0,6,Monday,True,52.71666666666667
RWGO442Y9C57GR,5D,PGC 1 - Ancol,1.0,Kramat Sentiong,-6.18798,106.84595,7,2023-04-17 12:02:43,BNN LRT,2023-04-17 13:45:20,19.0,12,Monday,False,102.61666666666666
DRTY285X2B90RA,9A,PGC 2 - Grogol 2,1.0,Tegal Parang Arah Timur,-6.239005,106.83106,9,2023-04-17 09:26:30,PGC 2,2023-04-17 11:13:23,19.0,9,Monday,True,106.88333333333334
BOWV999P5A92XH,M10,PGC 2 - Tanjung Priok,1.0,Cempaka Mas,-6.165888,106.8792,7,2023-04-17 11:33:24,Cipinang Kebon Nanas,2023-04-17 12:36:19,16.0,11,Monday,False,62.916666666666664
UNAX734V4C25UX,JAK.19,Pinang Ranti - Kampung Rambutan,1.0,SPBU Pinang Ranti 2,-6.291064,106.88845,53,2023-04-17 11:41:24,Term. Pinang Ranti,2023-04-17 12:11:49,54.0,11,Monday,False,30.416666666666668
FQFT564M0G70DM,M2,Pulo Gadung - Monas,0.0,Rawa Selatan,-6.173925,106.85809,9,2023-04-17 05:50:32,Galur,2023-04-17 07:03:57,10.0,5,Monday,True,73.41666666666667
RUTQ413V2M34LD,1F,Stasiun Palmerah - Bundaran Senayan,0.0,Senayan JCC Arah Timur,-6.214145,106.809,4,2023-04-17 09:04:02,Bundaran Senayan,2023-04-17 10:23:07,6.0,9,Monday,True,79.08333333333333
KXJH770I7Z36QA,JAK.27,Pulo Gebang - Rorotan,1.0,Gg. Bhakti Lingkar Timur,-6.197075,106.94408,39,2023-04-17 10:05:13,Gg. Sabar 2 Lingkar Timur,2023-04-17 11:13:13,42.0,10,Monday,False,68.0
BJUM364G9Z34BY,7F,Kampung Rambutan - Juanda via Pasar Baru,1.0,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-17 13:11:36,Kampung Rambutan,2023-04-17 14:28:54,16.0,13,Monday,False,77.3
RHDG547L0A94GC,9C,Pinang Ranti - Bundaran Senayan,0.0,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,12,2023-04-17 06:00:58,Bundaran Senayan,2023-04-17 07:30:41,14.0,6,Monday,True,89.71666666666667
OHPR067T7G56OO,1C,Pesanggrahan - Blok M,1.0,Mayestik 1,-6.242041,106.79116,5,2023-04-17 11:13:42,Kec. Pesanggrahan,2023-04-17 11:49:29,28.0,11,Monday,False,35.78333333333333
ABRG203B8J19KI,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,Sherwood,-6.153084,106.90713,30,2023-04-17 07:37:57,Simpang Kelapa Cengkir Raya,2023-04-17 09:16:36,39.0,7,Monday,True,98.65
BLVR054M2N34EI,JAK.99,Term. Pulo Gadung - Lampiri,1.0,SDN Rawa Terate,-6.188059,106.923138,25,2023-04-17 07:59:03,IGI,2023-04-17 09:06:51,27.0,7,Monday,True,67.8
QMCY556Z0H01HY,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,Pool Mayasari Bakti,-6.202095,106.90445,8,2023-04-17 07:06:30,Pool PPD Kec. Pulo Gadung,2023-04-17 08:21:44,9.0,7,Monday,True,75.23333333333333
DYBL303Z4M98BG,JAK.06,Kampung Rambutan - Pondok Gede,1.0,Griya Kukila Halim Perdanakusuma,-6.28456,106.90678,49,2023-04-17 07:49:55,Pondok Molek,2023-04-17 09:31:53,50.0,7,Monday,True,101.96666666666667
WIIO073E8B09JY,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Sawo Kecik Raya,-6.224852,106.85489,22,2023-04-17 06:04:45,St. Tebet 2,2023-04-17 07:22:47,24.0,6,Monday,True,78.03333333333333
THVA334J1B14XM,D32,Cinere - Bundaran Senayan,0.0,South City Cinere,-6.34504,106.767638,0,2023-04-17 08:23:54,Perempatan Gandul,2023-04-17 09:12:02,5.0,8,Monday,True,48.13333333333333
NXYQ794N8I89ON,12H,Rusun Penjaringan - Penjaringan,1.0,Penjaringan,-6.126306,106.79203,0,2023-04-17 09:27:44,Rusun Penjaringan,2023-04-17 11:13:23,1.0,9,Monday,True,105.65
RYSK541J8O62WO,JAK.46,Pasar Minggu - Jagakarsa,0.0,Sbr. SDN Cipedak 03,-6.349013,106.80931,3,2023-04-17 12:59:44,Taman Spatodhea,2023-04-17 13:50:28,13.0,12,Monday,False,50.733333333333334
ILHU903O1J15PG,6V,Ragunan - Gelora Bung Karno,1.0,Warung Jati,-6.262364,106.82977,10,2023-04-17 10:18:03,SMK 57,2023-04-17 10:49:10,14.0,10,Monday,False,31.116666666666667
HRHZ560X7Q41MX,B14,Bekasi Barat - Kuningan,1.0,Kuningan Media,-6.208989,106.83039,0,2023-04-17 08:00:05,Summarecon Bekasi,2023-04-17 08:55:27,19.0,8,Monday,True,55.36666666666667
CIIG032G8W57YX,13C,Puri Beta - Dukuh Atas,1.0,Kebayoran Lama,-6.23834,106.77752,11,2023-04-17 09:22:41,Cipulir,2023-04-17 10:52:20,13.0,9,Monday,True,89.65
OMAC088W1D64HH,8C,Kebayoran Lama - Tanah Abang,0.0,Pospol Jati Bunder,-6.189707,106.81317,27,2023-04-17 05:21:43,Jak Lingko Tanah Abang,2023-04-17 06:36:31,29.0,5,Monday,True,74.8
FYAP980H8Z24WJ,JAK.18,Kalibata - Kuningan,0.0,Jln. Barkah III Manggarai Selatan,-6.220809,106.85067,37,2023-04-17 09:36:37,Soepomo,2023-04-17 10:04:00,43.0,9,Monday,True,27.383333333333333
PDGT238P5T94DM,14,Jakarta International Stadium - Senen,0.0,Atrium 1,-6.177759,106.8412,17,2023-04-17 08:09:07,Term. Senen,2023-04-17 09:03:32,21.0,8,Monday,True,54.416666666666664
TNYP980I4L16SK,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,Simpang Jln. Tarian Raya Barat,-6.170599,106.9099,14,2023-04-17 13:27:06,Simpang Gading Mas Biru Laut,2023-04-17 14:13:08,18.0,13,Monday,False,46.03333333333333
JWCO141C0B32JJ,8K,Batusari - Grogol,1.0,Sbr. Komplek Kodam Jaya,-6.197871,106.77108,21,2023-04-17 09:00:38,Yayasan Alkahfi Jakbar,2023-04-17 09:35:37,26.0,9,Monday,True,34.983333333333334
PSLQ605V1P65TM,JAK.50,Kalideres - Puri Kembangan,1.0,Sbr. Ps. Hipli Semanan,-6.156922,106.70563,47,2023-04-17 09:52:12,Kalideres 1,2023-04-17 11:29:28,49.0,9,Monday,True,97.26666666666667
GPSK137T4S88FE,T21,Palem Semi - Bundaran Senayan,1.0,FX Sudirman,-6.225532,106.8037,1,2023-04-17 12:58:56,GBK Pintu 7,2023-04-17 14:50:19,3.0,12,Monday,False,111.38333333333334
ZCFS654Y7K56SB,9C,Pinang Ranti - Bundaran Senayan,1.0,Cawang UKI,-6.250309,106.8736,13,2023-04-17 12:16:39,Garuda Taman Mini,2023-04-17 14:15:20,14.0,12,Monday,False,118.68333333333334
AFDV818I5B74WY,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,Pusat Pelayanan Warga Summarecon,-6.14844,106.91495,37,2023-04-17 07:32:01,Singapore International School,2023-04-17 09:01:45,38.0,7,Monday,True,89.73333333333333
MQUU488B2L21DT,11N,Rusun Cipinang Muara - Jatinegara,0.0,Gg. Randu,-6.221883,106.89946,1,2023-04-17 08:08:13,SMPN 14,2023-04-17 09:16:59,14.0,8,Monday,True,68.76666666666667
ADTH308A2K34OS,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,Sbr. Ps. Rawa Bening,-6.216795,106.87037,28,2023-04-17 05:46:06,Jln. Jatinegara Timur III,2023-04-17 06:24:02,30.0,5,Monday,True,37.93333333333333
XOXX535B9S89WV,JAK.75,Cililitan - Kp. Pulo,1.0,BKN 1,-6.258026,106.86955,22,2023-04-17 07:45:11,TK Angkasa 5,2023-04-17 08:10:15,28.0,7,Monday,True,25.066666666666666
AIMA964F8M12VL,1B,Stasiun Palmerah - Tosari,0.0,Benhil 2,-6.216775,106.8154,5,2023-04-17 05:21:20,Benhil 3,2023-04-17 05:53:29,6.0,5,Monday,True,32.15
BCVO049C3E21DA,8D,Joglo - Blok M,1.0,Joglo,-6.220009,106.74171,0,2023-04-17 08:10:02,Jln. Lapangan Merah,2023-04-17 09:52:36,5.0,8,Monday,True,102.56666666666666
ECDV868J1N74DN,M7B,BKN - Blok M,1.0,Tendean,-6.240213,106.83102,12,2023-04-17 11:54:21,Yayasan Mambaul Ula,2023-04-17 12:54:46,31.0,11,Monday,False,60.416666666666664
CFYB336G3M52MU,JAK.80,Rawa Buaya - Rawa Kompeni,0.0,Minimarket Benda Raya 1,-6.104146,106.70914,31,2023-04-17 06:12:29,Sbr. PAUD Bina Keluarga Balita,2023-04-17 07:59:34,43.0,6,Monday,True,107.08333333333333
YEMZ330R4T27CQ,11B,Rusun Rawa Bebek - Penggilingan,0.0,Rusun Rawa Bebek,-6.196241,106.9658,0,2023-04-17 08:32:47,Walikota Jakarta Timur 2,2023-04-17 10:32:23,1.0,8,Monday,True,119.6
QTLP395I4G55VV,JAK.48B,Stasiun Tebet - Kampung Melayu,0.0,Gg. Kelor,-6.211791,106.86043,5,2023-04-17 09:26:49,Gg. Kelor 2,2023-04-17 10:39:51,8.0,9,Monday,True,73.03333333333333
FQYP481K5N72DP,JAK.56,Grogol - Srengseng,1.0,SDN Kelapa Dua 01,-6.207288,106.76927,2,2023-04-17 07:50:24,GBI Sungai Yordan,2023-04-17 09:14:01,43.0,7,Monday,True,83.61666666666666
XBWX079T3A86FQ,JAK.37,Cililitan - Condet via Kayu Manis,1.0,Mushola As Salam Batu Ampar,-6.271313,106.86033,35,2023-04-17 12:25:59,PGC Dalam,2023-04-17 14:23:28,41.0,12,Monday,False,117.48333333333333
SUDC300S5F28WX,10A,Rusun Marunda - Tanjung Priok,1.0,STIP,-6.104402,106.95904,4,2023-04-17 08:05:49,Rusun Marunda 2,2023-04-17 09:52:51,6.0,8,Monday,True,107.03333333333333
WSOD252Y5O93YR,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,Jln. Janur Indah XI,-6.155924,106.90801,6,2023-04-17 05:33:22,Boulevard Inspeksi Kali Sunter,2023-04-17 05:54:58,32.0,5,Monday,True,21.6
QVBP163A9W95AQ,11K,Rusun Komarudin - Penggilingan,1.0,Penggilingan,-6.214132,106.93961,0,2023-04-17 05:50:17,Rusun Komarudin,2023-04-17 06:23:31,1.0,5,Monday,True,33.233333333333334
IRUH203G3Q83MR,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1.0,SMKN 4,-6.141156,106.95555,42,2023-04-17 10:26:03,Jln. Rorotan V Gg. 1,2023-04-17 12:18:00,48.0,10,Monday,False,111.95
YPXY050D2F27NZ,JAK.18,Kalibata - Kuningan,0.0,Pengadegan Barat VI,-6.250117,106.85397,3,2023-04-17 05:03:45,Wisma Laena Tebet,2023-04-17 05:26:44,28.0,5,Monday,True,22.983333333333334
FAIO605U3L55BN,5D,PGC 1 - Ancol,1.0,Matraman Baru,-6.21288,106.86115,13,2023-04-17 05:39:22,Gelanggang Remaja,2023-04-17 06:09:23,17.0,5,Monday,True,30.016666666666666
BDQD763J4Q95QU,2P,Gondangdia - Senen,0.0,RSPAD 1,-6.176162,106.83987,10,2023-04-17 13:54:16,Term. Senen,2023-04-17 14:18:42,14.0,13,Monday,False,24.433333333333334
XMZE545B9J61RZ,1P,Senen - Blok M,0.0,Telkom Grapari,-6.18222,106.83297,11,2023-04-17 13:29:59,Tosari 3,2023-04-17 13:52:38,20.0,13,Monday,False,22.65
UKIP865K3T69TW,8A,Jelambar - Juanda,0.0,Pecenongan,-6.16771,106.82819,6,2023-04-17 08:31:51,Juanda,2023-04-17 08:57:51,7.0,8,Monday,True,26.0
DILQ395C6K72EJ,JAK.19,Pinang Ranti - Kampung Rambutan,0.0,Simpang Rukun 1,-6.308156,106.91758,39,2023-04-17 07:36:26,Gerbang Tol Bambu Apus 2,2023-04-17 09:34:08,47.0,7,Monday,True,117.7
JIZA178U0S33QU,JAK.45,Lebak Bulus - Ragunan,1.0,Sbr. Gg. Borobudur Ragunan,-6.3068,106.81684,8,2023-04-17 13:35:20,Simpang Bango Tridharma Raya,2023-04-17 14:21:25,26.0,13,Monday,False,46.083333333333336
BUYV688J4H85HK,M9,Pinang Ranti - Pluit,0.0,Penjaringan,-6.126306,106.79203,23,2023-04-17 13:17:04,Pluit,2023-04-17 14:31:24,24.0,13,Monday,False,74.33333333333333
VLOS356F5V80MT,1H,Tanah Abang - Stasiun Gondangdia,0.0,Selatan St. Gondangdia,-6.187059,106.8329,1,2023-04-17 07:21:16,Blok E,2023-04-17 09:07:54,11.0,7,Monday,True,106.63333333333334
VTMM620W1T06JQ,6T,Pasar Minggu - Velbak,0.0,TPU Koba,-6.260605,106.808031,28,2023-04-17 13:52:57,Jln. Pakubuwono VI,2023-04-17 15:26:19,41.0,13,Monday,False,93.36666666666666
WTQV714R9F53TP,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Jln. Karet Pasar Baru Timur II,-6.203949,106.81636,7,2023-04-17 07:11:47,Kota Kasablanka,2023-04-17 08:18:04,19.0,7,Monday,True,66.28333333333333
TWRI636V7O11FH,6N,Ragunan - Blok M via Kemang,0.0,Arsip Nasional RI 1,-6.279439,106.81987,10,2023-04-17 06:25:47,Simpang Kemang Selatan 1,2023-04-17 07:24:20,12.0,6,Monday,True,58.55
QPKZ974O7D32KH,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1.0,Malaka Jaya RW11 Rorotan,-6.144631,106.9562,38,2023-04-17 05:09:15,Ps. Malaka Rorotan,2023-04-17 07:08:22,43.0,5,Monday,True,119.11666666666666
KTAL779A3N72NM,JAK.80,Rawa Buaya - Rawa Kompeni,0.0,MTsN 37,-6.09791,106.70237,39,2023-04-17 05:46:48,Sbr. Masjid Arrahim Rawa Kompeni,2023-04-17 07:41:37,44.0,5,Monday,True,114.81666666666666
DILT337D8F08OD,11N,Rusun Cipinang Muara - Jatinegara,1.0,St. Klender 2,-6.213433,106.89787,7,2023-04-17 08:13:45,Sbr. Komplek Pacul Mas,2023-04-17 08:47:12,11.0,8,Monday,True,33.45
HMMP634G5B06BH,2Q,Gondangdia - Balai Kota,0.0,Selatan St. Gondangdia,-6.187059,106.8329,0,2023-04-17 13:21:00,Telkom Grapari,2023-04-17 14:12:53,4.0,13,Monday,False,51.88333333333333
IBJC702B0T83MN,JAK.35,Pangkalan Jati - Rawamangun,0.0,Transjakarta Pool Klender,-6.205191,106.90301,26,2023-04-17 13:41:02,Sbr. Makam Pangeran Jayakarta,2023-04-17 15:21:30,28.0,13,Monday,False,100.46666666666667
SMAV649C1Z12NV,7C,Cibubur - BKN,1.0,Buperta Cibubur,-6.370321,106.89628,1,2023-04-17 05:37:11,Cibubur Junction,2023-04-17 06:16:21,2.0,5,Monday,True,39.166666666666664
WVJX156S8J57AE,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,0.0,Simpang Palmerah Barat Rawa Belong,-6.206758,106.78372,28,2023-04-17 09:36:55,Sbr. Komplek Kemhan Cidodol,2023-04-17 10:56:07,54.0,9,Monday,True,79.2
TQJH982R3D96RP,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,Manggarai 1,-6.208717,106.84808,1,2023-04-17 12:14:48,Gg. Oyot,2023-04-17 13:12:32,9.0,12,Monday,False,57.733333333333334
WNSS031S9A94TE,11N,Rusun Cipinang Muara - Jatinegara,1.0,Imigrasi Jaktim 2,-6.214552,106.8818,3,2023-04-17 05:15:38,Koperasi Serba Usaha,2023-04-17 06:42:40,12.0,5,Monday,True,87.03333333333333
TMWS764Z0Q95BG,2B,Harapan Indah - ASMI,1.0,Ps. Cakung 1,-6.182424,106.935415,9,2023-04-17 11:14:50,Lion Metal 2,2023-04-17 11:46:13,17.0,11,Monday,False,31.383333333333333
PDAN608U8G41TO,6A,Ragunan - MH Thamrin via Kuningan,1.0,MH Thamrin,-6.188149,106.82299,0,2023-04-17 07:56:54,Setiabudi Utara,2023-04-17 09:14:49,2.0,7,Monday,True,77.91666666666667
OVKC842H7R09XG,D11,Depok - BKN,0.0,Moch Yusuf Raya 1,-6.379631,106.84094,5,2023-04-17 09:10:09,Sbr. Pesona Square,2023-04-17 09:35:35,6.0,9,Monday,True,25.433333333333334
HOLY159I9T33UI,JAK.14,Tanah Abang - Meruya,0.0,Simpang Meruya Ilir Srengseng,-6.196942,106.75667,53,2023-04-17 07:45:22,Ruko Meruya Ilir,2023-04-17 09:16:05,57.0,7,Monday,True,90.71666666666667
RNUO456N1U92YQ,JAK.03,Lebak Bulus - Andara,1.0,Sekolah Purba Adhika 1,-6.311037,106.78555,11,2023-04-17 08:37:32,SDN Lebak Bulus 02,2023-04-17 09:05:47,17.0,8,Monday,True,28.25
UBWV410E4V01ZP,6C,Stasiun Tebet - Karet via Patra Kuningan,0.0,Ariobimo Sentral,-6.227471,106.83328,7,2023-04-17 10:59:14,Sbr. Standard Chartered,2023-04-17 12:18:44,22.0,10,Monday,False,79.5
KFIF657N0K57QC,4D,Pulo Gadung 2 - Kuningan,1.0,Matraman 2,-6.19891,106.8545,9,2023-04-17 08:05:52,Sunan Giri,2023-04-17 08:28:37,15.0,8,Monday,True,22.75
WCHQ092P3O12LS,2E,Rusun Rawa Bebek - Kodamar,1.0,Perum Tpi 2,-6.19745,106.93516,15,2023-04-17 11:12:56,Rusun Rawa Bebek,2023-04-17 12:42:45,26.0,11,Monday,False,89.81666666666666
LKMZ982P0Z73XO,13B,Puri Beta - Pancoran Barat,0.0,CSW 1,-6.23994,106.79843,10,2023-04-17 07:35:14,Pancoran Barat Arah Timur,2023-04-17 08:48:04,13.0,7,Monday,True,72.83333333333333
OHGB014H3D36DC,2A,,1.0,Pasar Cempaka Putih,-6.172325,106.86246,16,2023-04-17 13:01:40,Cempaka Timur,2023-04-17 13:39:59,19.0,13,Monday,False,38.31666666666667
OBPC944O1I97VR,6Q,,0.0,Epiwalk Epicentrum,-6.217666,106.83547,10,2023-04-17 08:34:39,Taman Rasuna Tower 17,2023-04-17 09:59:51,30.0,8,Monday,True,85.2
JYHW904Y9N94PE,JAK.28,Kp. Rambutan - Taman Wiladatika,1.0,SDN Cibubur 01,-6.354808,106.87871,5,2023-04-17 08:16:32,Mall Cijantung,2023-04-17 10:06:53,28.0,8,Monday,True,110.35
WYMW251V5E38XL,M6,Ragunan - MH Thamrin,0.0,Warung Jati,-6.262364,106.82977,14,2023-04-17 13:06:50,Pejaten,2023-04-17 14:15:15,16.0,13,Monday,False,68.41666666666667
DYTI675U8U46OO,JAK.106,Terminal Kampung Melayu - Terminal Klender,1.0,Jln. Aneka Elok 2,-6.223013,106.891085,15,2023-04-17 07:17:18,Simpang Lingkar Duren Sawit,2023-04-17 08:02:17,21.0,7,Monday,True,44.983333333333334
CLKU289I7O48NX,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,Yaspen Islam Al Mamur Ciganjur,-6.345678,106.80344,41,2023-04-17 08:33:46,Sbr. Masjid Jami Asy Syakirin,2023-04-17 10:17:21,43.0,8,Monday,True,103.58333333333333
UEFO958F6H15GZ,M9,Pinang Ranti - Pluit,0.0,Pinang Ranti,-6.291075,106.88634,0,2023-04-17 08:54:51,Latumeten Stasiun Grogol Arah Utara,2023-04-17 09:50:48,19.0,8,Monday,True,55.95
SZGY419B0J64ZM,1K,Cibubur Junction - Blok M,0.0,Summitmas,-6.225826,106.80402,6,2023-04-17 07:39:31,Blok M Jalur 4,2023-04-17 08:22:15,9.0,7,Monday,True,42.733333333333334
YCAD741A4T88EP,JAK.53,Grogol - Pos Pengumben via Slipi,0.0,Gg. Mawar Kb. Jeruk,-6.197361,106.7672,47,2023-04-17 08:59:19,Jln. Srengseng Raya 3,2023-04-17 10:25:25,61.0,8,Monday,True,86.1
ZFIR858U1V33GI,JAK.88,Terminal Tanjung Priok - Ancol Barat,0.0,Jln. B,-6.13446,106.83491,18,2023-04-17 06:23:32,Jln. Ancol Barat 6,2023-04-17 07:15:15,36.0,6,Monday,True,51.71666666666667
KSHL447V6J96BK,2B,Harapan Indah - ASMI,1.0,Gramedia Harapan Indah,-6.17631,106.97427,27,2023-04-17 10:47:15,Pasar Modern Harapan Indah,2023-04-17 12:18:35,28.0,10,Monday,False,91.33333333333333
RHSI298T5V65TH,6B,Ragunan - MH Thamrin via Semanggi,1.0,Dukuh Atas,-6.205702,106.82223,3,2023-04-17 11:14:07,Mampang Prapatan,2023-04-17 12:58:37,6.0,11,Monday,False,104.5
USTT233F2X87CD,JAK.48B,Stasiun Tebet - Kampung Melayu,0.0,Jln. Limo Jatinegara Timur,-6.223388,106.86808,14,2023-04-17 08:39:57,Sekolah Cahaya Sakti Otista I,2023-04-17 10:21:45,15.0,8,Monday,True,101.8
DSID838U1X11LU,4C,TU Gas - Bundaran Senayan,1.0,Bendungan Hilir,-6.217137,106.81528,3,2023-04-17 10:57:35,Karet Sudirman,2023-04-17 12:01:06,4.0,10,Monday,False,63.516666666666666
WQHK289O5Z13MC,M8,Lebak Bulus - Pasar Baru,1.0,Kedoya Assiddiqiyah,-6.174495,106.76585,14,2023-04-17 08:22:58,S Parman Podomoro City Arah Timur,2023-04-17 10:18:46,19.0,8,Monday,True,115.8
RFPJ202E5R42MJ,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,Kampus Frans Seda,-6.204283,106.87857,16,2023-04-17 09:43:21,Kel. Rawamangun,2023-04-17 11:10:06,19.0,9,Monday,True,86.75
QXEL059Q6K08WZ,9E,Kebayoran Lama - Jelambar,0.0,Sbr. Hotel Mulia,-6.214132,106.79537,9,2023-04-17 06:57:12,Jelambar,2023-04-17 07:57:57,15.0,6,Monday,True,60.75
EAFX056V4P04BH,JAK.120,JIS - Terminal Muara Angke,0.0,Pusat Pengelolaan Komplek Kemayoran,-6.151371,106.84188,10,2023-04-17 07:07:17,Sbr. Sekolah Fajar Sion,2023-04-17 08:30:37,26.0,7,Monday,True,83.33333333333333
ZKEN370Y4B35BM,5M,Kampung Melayu - Tanah Abang via Cikini,1.0,Gg. Kelor 2,-6.211486,106.86066,27,2023-04-17 09:40:14,SMPN 14,2023-04-17 10:45:14,28.0,9,Monday,True,65.0
PZZD205Z3C72YX,9C,Pinang Ranti - Bundaran Senayan,1.0,Pancoran Barat Arah Timur,-6.241571,106.83808,6,2023-04-17 11:27:22,BNN Arah Barat,2023-04-17 12:36:04,12.0,11,Monday,False,68.7
APKU708N5Q10YF,9H,Blok M - Universitas Indonesia,1.0,Santo Lukas,-6.244763,106.84319,12,2023-04-17 06:05:04,YBK,2023-04-17 07:43:22,23.0,6,Monday,True,98.3
RJDD768A0R54GX,2Q,Gondangdia - Balai Kota,1.0,St. Gondangdia 2,-6.185054,106.8323,5,2023-04-17 12:47:30,Masjid Cut Nyak Dien,2023-04-17 14:29:08,6.0,12,Monday,False,101.63333333333334
MISJ839U3A46GY,9C,Pinang Ranti - Bundaran Senayan,0.0,Kuningan Barat,-6.23725,106.82794,11,2023-04-17 08:25:48,Gelora Bung Karno,2023-04-17 09:54:22,13.0,8,Monday,True,88.56666666666666
FDRI920N1X80ZX,JIS3,Harmoni - Jakarta International Stadium,1.0,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-17 11:12:28,JIS,2023-04-17 12:24:18,14.0,11,Monday,False,71.83333333333333
SSGO030G9Y66QA,JAK.20,Cawang UKI - Lubang Buaya,1.0,Puri Ardhya Garini,-6.25703,106.88392,31,2023-04-17 06:13:02,Graha Dirgantara,2023-04-17 06:46:59,32.0,6,Monday,True,33.95
FBIT556I8B04IP,12A,Pelabuhan Kaliadem - Kota,1.0,Stella Maris 2,-6.112308,106.79234,6,2023-04-17 10:51:36,Pluit 1,2023-04-17 12:17:26,10.0,10,Monday,False,85.83333333333333
OUIJ548L1T98ZD,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,Taman Simpang Jatinegara,-6.217541,106.87352,5,2023-04-17 08:12:17,Koperasi Serba Usaha,2023-04-17 08:50:36,23.0,8,Monday,True,38.31666666666667
KHDZ991R0G99QA,JAK.01,Tanjung Priok - Plumpang,0.0,Jln. Lagoa Kanal,-6.111979,106.88416,3,2023-04-17 09:16:23,Sekolah Remaja Sungai Bambu,2023-04-17 11:00:31,12.0,9,Monday,True,104.13333333333334
DAIT987E2A67CS,13B,Puri Beta - Pancoran Barat,0.0,Adam Malik,-6.236466,106.74786,2,2023-04-17 07:07:42,JORR,2023-04-17 07:33:08,3.0,7,Monday,True,25.433333333333334
DHUB383S5R68AI,1F,Stasiun Palmerah - Bundaran Senayan,0.0,St. Palmerah,-6.208908,106.79706,0,2023-04-17 13:59:16,Senayan JCC Arah Timur,2023-04-17 15:33:25,4.0,13,Monday,False,94.15
BWEJ813Y2O63NZ,B21,Bekasi Timur - Cawang,1.0,GP Mall 2,-6.259474,107.01987,4,2023-04-17 08:43:48,BTC 2,2023-04-17 09:51:05,5.0,8,Monday,True,67.28333333333333
YBAY950X3C12RF,9,,0.0,Jembatan Dua,-6.143279,106.79352,22,2023-04-17 11:47:07,Penjaringan,2023-04-17 13:26:42,24.0,11,Monday,False,99.58333333333333
ZFAA517H7D04JJ,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,Taman PIK Penggilingan,-6.2042,106.93176,11,2023-04-17 13:08:17,Perum Tpi 1,2023-04-17 15:05:48,22.0,13,Monday,False,117.51666666666667
GSJN241P7Q96MZ,JAK.07,Tanah Abang - Grogol via Tawakal,1.0,Simpang Mandala Selatan Timur,-6.17199,106.80098,16,2023-04-17 07:40:37,Masjid Baiturrohman Jati Pulo,2023-04-17 08:22:57,25.0,7,Monday,True,42.333333333333336
IDYT576O8P23GS,JAK.37,Cililitan - Condet via Kayu Manis,0.0,Sbr. SMPN 209,-6.288607,106.86376,21,2023-04-17 08:48:30,Gg. Mundu II Tengah,2023-04-17 09:18:41,25.0,8,Monday,True,30.183333333333334
DBGC932V2N35KF,T11,Poris Plawad - Bundaran Senayan,0.0,Pengayoman,-6.175358,106.64801,3,2023-04-17 06:23:19,Masjid Baiturrahman 1,2023-04-17 07:51:03,12.0,6,Monday,True,87.73333333333333
UNHH088K9H07AY,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Puri Casablanca,-6.225081,106.8384,18,2023-04-17 12:21:52,Casablanca,2023-04-17 13:09:51,20.0,12,Monday,False,47.983333333333334
IUWP033X3C27LS,JAK.59,Rawamangun - Tanah Merah,1.0,Pulo Mas Residence,-6.175379,106.88744,19,2023-04-17 10:38:34,Sbr. SMAN 21,2023-04-17 12:35:56,23.0,10,Monday,False,117.36666666666666
PQJT290P2X87LJ,JAK.56,Grogol - Srengseng,1.0,Jln. Palmerah Barat IV,-6.206862,106.78637,13,2023-04-17 11:35:49,Jln. Komplek Migas V Palmerah,2023-04-17 12:54:48,22.0,11,Monday,False,78.98333333333333
MEXV550K4N28NM,M3,Kalideres - Bundaran HI via Veteran,0.0,Sumur Bor,-6.153046,106.71929,14,2023-04-17 13:29:19,Pesakih,2023-04-17 13:56:11,15.0,13,Monday,False,26.866666666666667
